[2026/07/19 01:01:00:000   00   17844   04865             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 endp
[2026/07/19 10:40:08:024   00   17844   17638             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | trace_id=5266a5d2c88
[2026/07/19 10:42:13:024   00   17844   19698             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/aut
[2026/07/19 10:42:18:974   00   17844   17560             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/aut
[2026/07/19 10:42:19:193   00   17844   19195             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=b8a8872ff6df 
[2026/07/19 10:42:21:235   00   17844   15908             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=72249072a273 
[2026/07/19 10:42:25:123   00   17844   13089             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | cpu_util=38%        
[2026/07/19 10:42:36:551   00   17844   09770             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/res
[2026/07/19 10:53:36:551   00   17844   08610             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=4d4b32bd7a37 
[2026/07/19 10:55:25:551   00   17844   02553             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0f5c8ae9cc41 
[2026/07/19 10:55:25:740   00   17844   12642             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/aut
[2026/07/19 10:55:30:744   00   17844   14361             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoin
[2026/07/19 10:55:31:035   00   17844   19833             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/metrics   
[2026/07/19 10:55:32:668   00   17844   17038             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=282eff2fc646 
[2026/07/19 10:55:36:993   00   17844   09809             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 endpoin
[2026/07/19 10:55:42:482   00   17844   04327             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 end
[2026/07/19 10:55:42:852   00   17844   17871             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/aut
[2026/07/19 10:58:13:852   00   17844   11775             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endp
[2026/07/19 10:58:14:340   00   17844   02544             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=c9d5eaa93a60 
[2026/07/19 10:58:14:354   00   17844   03292             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/res
[2026/07/19 10:58:14:589   00   17844   15169             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f17572a4d666 
[2026/07/19 10:58:17:112   00   17844   03796             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=940021292bd6 
[2026/07/19 11:00:15:112   00   17844   02839             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=24a650e01121 
[2026/07/19 11:02:06:112   00   17844   01949             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=e4bcd221c326 
[2026/07/19 11:02:06:208   00   17844   16897             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=74477f866467 
[2026/07/19 11:02:06:323   00   17844   15084             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endp
[2026/07/19 11:02:18:933   00   17844   12681             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 cpu_
[2026/07/19 11:02:30:755   00   17844   14327             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/res
[2026/07/19 11:02:30:963   00   17844   07321             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f1460aea97f6 
[2026/07/19 11:02:31:366   00   17844   05294             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=17b88c149f45 
[2026/07/19 11:02:33:528   00   17844   06714             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=DbConnector c
[2026/07/19 11:02:35:958   00   17844   06644             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 mem
[2026/07/19 11:02:40:029   00   17844   08488             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=aa1246fc9ab6 
[2026/07/19 11:02:40:479   00   17844   18552             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=d719173a48b2 
[2026/07/19 11:06:04:479   00   17844   03726             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 end
[2026/07/19 11:06:10:134   00   17844   08865             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/res
[2026/07/19 11:06:10:407   00   17844   13736             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=813c320b2bc0 
[2026/07/19 11:06:14:606   00   17844   07868             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=c3f4e4a67284 
[2026/07/19 11:09:17:606   00   17844   08883             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endp
[2026/07/19 11:09:17:739   00   17844   08500             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=f6ee3dd5f958 
[2026/07/19 11:09:17:876   00   17844   13094             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endp
[2026/07/19 11:12:16:876   00   17844   15876             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 cpu_
[2026/07/19 11:12:18:832   00   17844   04510             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=WebServiceHel
[2026/07/19 11:12:32:515   00   17844   08414             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0125a198854e 
[2026/07/19 11:12:37:789   00   17844   19778             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endp
[2026/07/19 11:14:39:789   00   17844   16954             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=6f95cf8a0c80 
[2026/07/19 11:14:40:248   00   17844   18450             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=2ee219974726 
[2026/07/19 11:14:42:105   00   17844   16678             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 end
[2026/07/19 11:17:54:105   00   17844   18801             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 mem_uti
[2026/07/19 11:17:54:365   00   17844   02023             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endp
[2026/07/19 11:17:54:536   00   17844   08955             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0a89b4377338 
[2026/07/19 11:18:05:520   00   17844   03411             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12        
[2026/07/19 11:18:05:842   00   17844   19177             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50     
[2026/07/19 11:21:13:842   00   17844   07894             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/res
[2026/07/19 11:21:14:020   00   17844   10849             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=61eec25057a0 
[2026/07/19 11:21:17:968   00   17844   02338             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=4bb838bea501 
[2026/07/19 11:21:18:273   00   17844   02217             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/res
[2026/07/19 11:21:18:579   00   17844   04564             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endp
[2026/07/19 11:21:21:922   00   17844   10765             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=bac7b84c9dba 
[2026/07/19 11:22:27:922   00   17844   10319             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/res
[2026/07/19 11:22:40:922   00   17844   16714             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=a57d73a3c005 
[2026/07/19 11:24:25:922   00   17844   01301             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 11:24:26:388   00   17844   02352             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0b6e322ceabe 
[2026/07/19 11:25:29:388   00   17844   08572             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/metrics ca
[2026/07/19 11:25:29:515   00   17844   10500             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=9975979b944e 
[2026/07/19 11:25:29:522   00   17844   15348             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=51fb97ed87f4 
[2026/07/19 11:25:29:905   00   17844   11553             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=WebServiceHel
[2026/07/19 11:25:30:067   00   17844   11233             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 11:25:30:084   00   17844   17782             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 11:25:30:203   00   17844   06775             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=b15f3dc3285d 
[2026/07/19 11:25:40:301   00   17844   10573             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/sys
[2026/07/19 11:27:02:301   00   17844   19297             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=WebServiceHel
[2026/07/19 11:27:02:757   00   17844   12911             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v2/res
[2026/07/19 11:28:28:757   00   17844   05516             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=9d367cb9d3b0 
[2026/07/19 11:28:29:183   00   17844   16673             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=ConfigManager
[2026/07/19 11:28:31:092   00   17844   11422             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 11:28:31:248   00   17844   15608             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 end
[2026/07/19 11:28:31:385   00   17844   18176             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=BackupAgent c
[2026/07/19 11:28:31:837   00   17844   19692             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/aut
[2026/07/19 11:28:33:318   00   17844   07611             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 cpu_uti
[2026/07/19 11:28:33:620   00   17844   04042             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 mem_uti
[2026/07/19 11:28:36:111   00   17844   07193             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=TomcatAccessF
[2026/07/19 11:28:36:493   00   17844   03049             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/sys
[2026/07/19 11:28:52:205   00   17844   13589             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=dfc680235b84 
[2026/07/19 11:28:53:704   00   17844   06296             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/sys
[2026/07/19 11:29:09:292   00   17844   07848             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=c0f8f9e997cc 
[2026/07/19 11:29:19:847   00   17844   10142             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | cpu_util=73%        
[2026/07/19 11:29:20:255   00   17844   05608             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=2a0256bf1524 
[2026/07/19 11:29:24:847   00   17844   16029             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 cpu_
[2026/07/19 11:29:26:291   00   17844   10440             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 11:29:26:638   00   17844   02071             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 cpu_
[2026/07/19 11:30:59:638   00   17844   14147             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=113880d30a10 
[2026/07/19 11:30:59:925   00   17844   09568             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 mem
[2026/07/19 11:31:04:621   00   17844   11820             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=TomcatAccessF
[2026/07/19 11:31:08:458   00   17844   05705             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/sys
[2026/07/19 11:34:34:458   00   17844   10638             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0f15d66c7d2d 
[2026/07/19 11:34:34:526   00   17844   09320             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/aut
[2026/07/19 11:34:38:217   00   17844   03703             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 11:38:04:217   00   17844   04742             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=bd33bf80291a 
[2026/07/19 11:38:04:367   00   17844   07359             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 cpu_
[2026/07/19 11:38:04:842   00   17844   15498             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=43eb7b89d996 
[2026/07/19 11:38:20:632   00   17844   13616             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 11:38:21:067   00   17844   05832             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 endp
[2026/07/19 11:38:21:253   00   17844   18843             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12 caller=
[2026/07/19 11:40:07:253   00   17844   13154             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12        
[2026/07/19 11:40:13:231   00   17844   01128             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=5bab428b8e03 
[2026/07/19 11:40:13:352   00   17844   02115             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 cpu_
[2026/07/19 11:40:28:491   00   17844   07705             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=581c1e959ac6 
[2026/07/19 11:43:01:491   00   17844   02178             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=4e8af0113604 
[2026/07/19 11:43:04:715   00   17844   09922             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endp
[2026/07/19 11:43:05:871   00   17844   08408             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=579a96897670 
[2026/07/19 11:43:07:114   00   17844   04002             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=58762dc5e0db 
[2026/07/19 11:45:50:114   00   17844   17891             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=050b7666dd2f 
[2026/07/19 11:45:50:160   00   17844   02212             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=BackupAgent m
[2026/07/19 11:45:50:451   00   17844   06166             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=ad0d40f3ce6d 
[2026/07/19 11:49:33:451   00   17844   04216             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 cpu_
[2026/07/19 11:53:14:451   00   17844   03665             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endp
[2026/07/19 11:53:14:517   00   17844   19689             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 11:53:15:861   00   17844   14619             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=36b1ffd67223 
[2026/07/19 11:53:29:697   00   17844   03537             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 cpu
[2026/07/19 11:53:29:972   00   17844   06382             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=594757b2a9aa 
[2026/07/19 11:53:30:992   00   17844   01056             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0d7ce0561b0b 
[2026/07/19 11:53:46:472   00   17844   06839             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/aut
[2026/07/19 11:53:50:424   00   17844   13727             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=d9b6339835fe 
[2026/07/19 11:53:50:802   00   17844   01937             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=1561a6d89b40 
[2026/07/19 11:53:52:154   00   17844   04673             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/metrics ca
[2026/07/19 11:53:52:572   00   17844   07061             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0ca00b43a231 
[2026/07/19 11:53:56:575   00   17844   11930             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/aut
[2026/07/19 11:54:00:475   00   17844   05658             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=ConfigManager
[2026/07/19 11:54:14:920   00   17844   16139             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=8030e03d9c09 
[2026/07/19 11:54:15:001   00   17844   17364             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | cpu_util=27%        
[2026/07/19 11:57:45:001   00   17844   09054             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/bac
[2026/07/19 11:57:45:359   00   17844   04429             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 endp
[2026/07/19 11:57:50:715   00   17844   12836             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=540922a15d6f 
[2026/07/19 11:57:50:997   00   17844   10117             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=09e0c227047f 
[2026/07/19 11:57:56:654   00   17844   06625             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/aut
[2026/07/19 11:57:57:002   00   17844   12689             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.1.50 call
[2026/07/19 11:59:37:002   00   17844   18146             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115 end
[2026/07/19 11:59:37:313   00   17844   04866             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=84058036f624 
[2026/07/19 11:59:50:529   00   17844   02331             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/aut
[2026/07/19 11:59:52:509   00   17844   03384             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=7f1e8622c016 
[2026/07/19 12:00:07:226   00   17844   08825             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=15ca58e0717b 
[2026/07/19 12:00:07:373   00   17844   17027             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=6d87f2bf61e1 
[2026/07/19 12:00:20:138   00   17844   06221             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=871495e81b6c 
[2026/07/19 12:00:25:454   00   17844   17031             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=8a881d6971f8 
[2026/07/19 12:00:27:472   00   17844   06507             ] WebServiceHelper::Helper: Resource cached locally   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=10.0.0.12        
[2026/07/19 12:00:27:851   00   17844   09270             ] WebServiceHelper::Helper: Connection request to backend succeeded   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=192.168.2.115    
[2026/07/19 12:00:41:909   00   17844   17610             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | endpoint=/api/v1/sys
[2026/07/19 12:00:46:154   00   17844   08524             ] WebServiceHelper::Helper: Processing request from client   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=2c1ca0e5079e 
[2026/07/19 12:00:46:559   00   17844   07811   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | ip=172.16.254.1 mem_
[2026/07/19 12:00:51:883   00   17844   09461   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=e2be28954c42 
[2026/07/19 12:00:52:138   00   17844   13059   0X00000070] WebServiceHelper::Helper: Failed to allocate write buffer: EC=112 There is not enough space on the disk   {WebServiceHelper.exe::Helper.dll(1.2.3)} | caller=TomcatAccessF
[2026/07/19 12:00:56:543   00   17844   01151   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=d152b1f4f4b0 
[2026/07/19 12:01:00:386   00   17844   11759   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | mem_util=65%        
[2026/07/19 12:01:04:975   00   17844   19971   0X00000002] WebServiceHelper::Helper: Write operation failed to temp location   {WebServiceHelper.exe::Helper.dll(1.2.3)} | req_id=0e4e55c4298d 
