[2026/07/19 01:02:00:000   00   15000   13125   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trace
[2026/07/19 08:31:21:509   00   15000   10823   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 08:31:21:540   00   15000   19863   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 08:31:24:579   00   15000   04609   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trac
[2026/07/19 08:31:28:353   00   15000   13897   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 08:31:43:551   00   15000   06102   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trac
[2026/07/19 08:31:48:165   00   15000   15128   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 08:31:58:934   00   15000   01446   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 08:34:39:934   00   15000   17778   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 08:47:39:934   00   15000   17745   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 08:47:45:274   00   15000   01050   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | cpu_
[2026/07/19 08:47:46:303   00   15000   12394   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 08:47:46:487   00   15000   12601   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 08:47:48:866   00   15000   11456   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 08:51:37:866   00   15000   14510   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 08:51:37:916   00   15000   07428   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 08:51:40:491   00   15000   10035   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trac
[2026/07/19 09:05:40:491   00   15000   15579   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:05:40:951   00   15000   15058   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:05:40:970   00   15000   03632   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trac
[2026/07/19 09:05:45:636   00   15000   04916   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:05:45:843   00   15000   19824   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:09:42:843   00   15000   16252   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:09:46:022   00   15000   02014   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:09:47:727   00   15000   10329   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:11:57:727   00   15000   11917   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:11:57:790   00   15000   12907   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:12:01:069   00   15000   13628   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:12:04:005   00   15000   11635   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:12:04:193   00   15000   01981   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:13:11:193   00   15000   04347   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:13:11:394   00   15000   10242   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:13:26:623   00   15000   01300   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:13:29:011   00   15000   05277   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:13:41:769   00   15000   07602   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:13:44:586   00   15000   18206   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:13:44:733   00   15000   12747   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:13:45:890   00   15000   05437   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:13:46:243   00   15000   08049   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:13:52:182   00   15000   17739   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:14:03:675   00   15000   12939   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:17:06:675   00   15000   19277   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:19:40:675   00   15000   18070   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:19:41:144   00   15000   01311   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:19:42:275   00   15000   08544   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 09:19:42:329   00   15000   18690   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | cpu_
[2026/07/19 09:19:47:403   00   15000   19851   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:19:47:526   00   15000   11734   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:23:13:526   00   15000   01773   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:23:27:759   00   15000   03793   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | mem_
[2026/07/19 09:23:27:869   00   15000   06131   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 09:23:28:274   00   15000   07434   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:25:36:274   00   15000   19588   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:25:41:314   00   15000   16460   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:25:57:214   00   15000   07370   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:25:57:320   00   15000   01781   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:26:00:127   00   15000   15221   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:26:00:490   00   15000   15910   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:26:02:361   00   15000   09763   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:26:08:254   00   15000   06343   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trac
[2026/07/19 09:26:12:098   00   15000   16700   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:26:17:003   00   15000   12770   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:29:12:003   00   15000   04476   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:29:13:406   00   15000   17968   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:29:13:616   00   15000   09290   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:29:13:639   00   15000   02761   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:29:13:708   00   15000   09420   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:29:16:568   00   15000   14660   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:29:17:027   00   15000   10785   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:29:21:992   00   15000   07060   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:31:12:992   00   15000   02145   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | mem_
[2026/07/19 09:31:13:363   00   15000   11718   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:31:13:741   00   15000   01734   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:31:19:054   00   15000   16018   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:32:36:054   00   15000   12564   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:32:36:076   00   15000   03907   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trac
[2026/07/19 09:32:36:414   00   15000   09615   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:32:41:700   00   15000   09779   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:32:41:892   00   15000   07267   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:32:44:654   00   15000   01605   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:32:47:153   00   15000   15009   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:32:52:794   00   15000   17071   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:32:57:803   00   15000   14781   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:32:58:151   00   15000   04910   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 09:32:58:428   00   15000   19117   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:33:03:785   00   15000   04026   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:33:06:866   00   15000   01980   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:33:08:704   00   15000   15390   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:33:08:827   00   15000   18473   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:33:14:446   00   15000   04037   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:35:04:446   00   15000   16916   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:35:18:546   00   15000   14295   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:35:19:823   00   15000   16841   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:35:19:902   00   15000   07457   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:35:20:360   00   15000   16428   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:38:27:360   00   15000   07609   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:38:28:861   00   15000   01555   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:38:29:235   00   15000   19927   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:38:34:188   00   15000   01440   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:38:34:362   00   15000   17972   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:38:34:615   00   15000   01384   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trac
[2026/07/19 09:38:36:405   00   15000   10352   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:40:50:405   00   15000   07473   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:40:55:466   00   15000   07273   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:47:55:466   00   15000   09242   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:48:09:914   00   15000   07718   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:49:19:914   00   15000   02226   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:49:20:235   00   15000   01813   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:49:20:387   00   15000   05692   0X00000000] BackupEngine::ConfigBackup: Archiving config file logging.properties   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:49:24:235   00   15000   16171   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:49:29:234   00   15000   03482   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:49:32:243   00   15000   14287   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:49:34:176   00   15000   05978   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:53:15:176   00   15000   16073   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | cpu_
[2026/07/19 09:53:15:278   00   15000   16484   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:53:15:317   00   15000   11892   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:53:15:362   00   15000   19205   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:53:26:048   00   15000   11672   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:53:26:326   00   15000   10311   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:53:31:919   00   15000   10087   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:53:32:340   00   15000   09100   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:53:36:122   00   15000   16780   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:53:36:130   00   15000   16548   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:53:36:396   00   15000   10892   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:56:39:396   00   15000   01085   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | mem_
[2026/07/19 09:56:42:631   00   15000   08370   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:56:56:216   00   15000   04070   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:57:01:855   00   15000   05418   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:57:06:263   00   15000   17608   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:57:06:498   00   15000   18998   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:57:06:867   00   15000   15635   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:57:07:969   00   15000   19033   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:57:10:855   00   15000   12198   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:58:47:855   00   15000   15725   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:58:48:252   00   15000   14239   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:58:48:381   00   15000   16687   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:58:49:494   00   15000   19073   0X00000000] BackupEngine::ConfigBackup: Archiving config file server.xml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:58:49:651   00   15000   06948   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:58:49:770   00   15000   16113   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:58:49:771   00   15000   16922   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:58:53:909   00   15000   13462   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:58:58:985   00   15000   03599   0X00000000] BackupEngine::ConfigBackup: Archiving config file web.config   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | call
[2026/07/19 09:59:13:682   00   15000   16629   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:59:16:547   00   15000   06496   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:59:16:894   00   15000   06354   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:59:21:328   00   15000   11648   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:59:24:695   00   15000   18978   0X00000000] BackupEngine::ConfigBackup: Archiving config file database.yml   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:59:24:905   00   15000   13116   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:59:30:141   00   15000   05222   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:59:43:089   00   15000   18964   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | endp
[2026/07/19 09:59:48:903   00   15000   07966   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:59:49:382   00   15000   18177   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 09:59:49:691   00   15000   03829   0X00000000] BackupEngine::ConfigBackup: Archiving config file appsettings.json   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 09:59:49:871   00   15000   18749   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 10:00:00:544   00   15000   15993   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 10:00:04:162   00   15000   01404   0X00000000] BackupEngine::ConfigBackup: Serializing system settings   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
[2026/07/19 10:00:09:825   00   15000   13677   0X00000000] BackupEngine::ConfigBackup: Compressing registry keys   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | req_
[2026/07/19 10:00:24:619   00   15000   16063   0X00000001] BackupEngine::ConfigBackup: Failed to write configuration archive. EC=112   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | trac
[2026/07/19 10:00:25:094   00   15000   08603   0X00000001] BackupEngine::ConfigBackup: Failed to write configuration archive. EC=112   {BackupEngine.exe::ConfigBackup.dll(2.0.0)} | ip=1
