[2026/07/19 01:02:00:000   00   15000   01361   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=e8bb1f881a
[2026/07/19 09:36:33:504   00   15000   04645   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 end
[2026/07/19 09:36:34:776   00   15000   16559   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=b7bfe103e
[2026/07/19 09:36:37:842   00   15000   03832   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=1c1b30b14
[2026/07/19 09:36:40:057   00   15000   08173   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=7c35642fd
[2026/07/19 09:36:40:462   00   15000   07251   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=7f2015aad
[2026/07/19 09:36:42:118   00   15000   07998   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=1e85d6e25
[2026/07/19 09:36:55:119   00   15000   13178   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=daaabab7e
[2026/07/19 09:39:33:119   00   15000   08877   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=0e0f6a6a3
[2026/07/19 09:39:35:634   00   15000   08793   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=d3b4ed1e3
[2026/07/19 09:39:47:124   00   15000   09101   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 
[2026/07/19 09:39:47:528   00   15000   18417   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=a1d607d6e
[2026/07/19 09:39:48:024   00   15000   05672   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 09:39:53:085   00   15000   14559   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=9ff56d5f9
[2026/07/19 09:40:03:401   00   15000   03851   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=c9b3b0aaa
[2026/07/19 09:40:03:879   00   15000   18693   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 
[2026/07/19 09:40:03:959   00   15000   16037   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=a2113f1ac
[2026/07/19 09:40:08:286   00   15000   14086   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=ConfigMan
[2026/07/19 09:40:08:696   00   15000   18974   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1
[2026/07/19 09:40:08:825   00   15000   16791   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=6764d873c
[2026/07/19 09:40:13:123   00   15000   01414   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 cal
[2026/07/19 09:40:18:988   00   15000   03388   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=01990dbcd
[2026/07/19 09:40:29:775   00   15000   16091   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 09:40:29:895   00   15000   17312   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=4647bc998
[2026/07/19 09:40:30:279   00   15000   05478   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=4bb500368
[2026/07/19 09:40:43:037   00   15000   15794   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1
[2026/07/19 09:40:47:886   00   15000   04385   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=f32e0bbde
[2026/07/19 09:40:51:721   00   15000   05465   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=8ec498da4
[2026/07/19 09:40:52:102   00   15000   14198   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=bb899867f
[2026/07/19 09:40:52:352   00   15000   04862   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=5f4a1544c
[2026/07/19 09:40:53:920   00   15000   13240   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 09:40:54:217   00   15000   14926   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 
[2026/07/19 09:40:59:769   00   15000   07113   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=b7c82e1f9
[2026/07/19 09:50:59:769   00   15000   14859   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=9130d3b5a
[2026/07/19 09:51:02:509   00   15000   06320   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=bdf08a4cd
[2026/07/19 09:51:18:108   00   15000   02473   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=WebServic
[2026/07/19 09:51:18:187   00   15000   10327   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | trace_id=fb8dc7b
[2026/07/19 09:51:18:387   00   15000   17942   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=798bb433f
[2026/07/19 09:59:18:387   00   15000   06351   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 
[2026/07/19 09:59:30:312   00   15000   16158   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=14df42a9a
[2026/07/19 09:59:36:175   00   15000   11561   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | trace_id=8384ea1
[2026/07/19 09:59:36:262   00   15000   06792   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v2
[2026/07/19 09:59:41:352   00   15000   08654   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 09:59:55:414   00   15000   04580   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=WebServic
[2026/07/19 09:59:55:749   00   15000   12939   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=8bb58be20
[2026/07/19 09:59:59:987   00   15000   02118   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1
[2026/07/19 10:00:02:434   00   15000   11528   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=DbConnect
[2026/07/19 10:00:02:466   00   15000   18996   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | trace_id=316e219
[2026/07/19 10:00:02:478   00   15000   16251   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:00:07:616   00   15000   03005   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=34b4f05d4
[2026/07/19 10:00:11:783   00   15000   12101   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=1b116b378
[2026/07/19 10:00:17:439   00   15000   04941   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:00:17:863   00   15000   18662   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | trace_id=5ea961f
[2026/07/19 10:00:33:591   00   15000   09594   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 
[2026/07/19 10:00:44:892   00   15000   12664   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:00:50:014   00   15000   05405   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=7d51e9dec
[2026/07/19 10:00:53:710   00   15000   15629   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=38d205d2b
[2026/07/19 10:01:09:597   00   15000   12122   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1
[2026/07/19 10:01:09:671   00   15000   05261   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=9b923096a
[2026/07/19 10:01:09:750   00   15000   02445   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=d9e01d4d0
[2026/07/19 10:04:04:750   00   15000   19517   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:04:06:465   00   15000   02738   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=60fb834c6
[2026/07/19 10:04:06:872   00   15000   14164   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=a4cef2d1a
[2026/07/19 10:04:07:331   00   15000   06847   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v2
[2026/07/19 10:04:09:325   00   15000   09679   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=49eb8ae92
[2026/07/19 10:05:29:325   00   15000   12751   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=8b0fb673b
[2026/07/19 10:05:29:636   00   15000   05581   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/metric
[2026/07/19 10:06:32:636   00   15000   11751   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=96a95daf3
[2026/07/19 10:06:32:787   00   15000   16019   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=61743ea46
[2026/07/19 10:06:44:281   00   15000   14138   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 
[2026/07/19 10:09:34:281   00   15000   16059   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1
[2026/07/19 10:09:34:667   00   15000   12954   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:12:03:667   00   15000   05648   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 
[2026/07/19 10:12:03:880   00   15000   19681   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=d6c54b4f2
[2026/07/19 10:12:06:403   00   15000   14293   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=16a49887b
[2026/07/19 10:13:23:403   00   15000   08691   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1
[2026/07/19 10:13:23:546   00   15000   19572   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=277c4b5e6
[2026/07/19 10:13:23:664   00   15000   10799   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | mem_util=47%    
[2026/07/19 10:13:27:767   00   15000   09583   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 end
[2026/07/19 10:13:31:809   00   15000   16987   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=9d6c936ad
[2026/07/19 10:13:34:681   00   15000   07218   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=048cfb517
[2026/07/19 10:13:35:111   00   15000   10707   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:13:35:205   00   15000   03389   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:13:40:001   00   15000   18518   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 end
[2026/07/19 10:14:49:001   00   15000   19030   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=baa295e54
[2026/07/19 10:14:50:930   00   15000   13644   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 
[2026/07/19 10:15:03:824   00   15000   05760   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:15:07:279   00   15000   17498   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v2
[2026/07/19 10:15:07:403   00   15000   19278   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=TomcatAcc
[2026/07/19 10:15:07:900   00   15000   16542   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=a317df5eb
[2026/07/19 10:15:08:206   00   15000   15135   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=0afe19a91
[2026/07/19 10:15:12:862   00   15000   13430   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1
[2026/07/19 10:15:15:590   00   15000   05834   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=af67b0d2e
[2026/07/19 10:15:20:874   00   15000   04934   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=c1c354ffd
[2026/07/19 10:15:20:991   00   15000   01310   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | cpu_util=48% mem
[2026/07/19 10:15:23:497   00   15000   10427   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:15:24:967   00   15000   06578   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=bffbc5301
[2026/07/19 10:15:24:987   00   15000   03073   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 
[2026/07/19 10:15:25:259   00   15000   02221   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 
[2026/07/19 10:18:28:259   00   15000   08227   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 cal
[2026/07/19 10:18:42:549   00   15000   15859   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 end
[2026/07/19 10:18:43:039   00   15000   06508   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 
[2026/07/19 10:18:46:345   00   15000   01089   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 end
[2026/07/19 10:18:49:203   00   15000   10506   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 
[2026/07/19 10:21:55:203   00   15000   02117   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=f427fe691
[2026/07/19 10:21:55:552   00   15000   16323   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:21:59:873   00   15000   05423   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | endpoint=/api/v1
[2026/07/19 10:22:00:230   00   15000   19136   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | caller=DbConnect
[2026/07/19 10:22:06:048   00   15000   19323   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=0d6346d8b
[2026/07/19 10:22:07:065   00   15000   11578   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 
[2026/07/19 10:22:09:881   00   15000   19676   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=fe85f5f1c
[2026/07/19 10:22:22:752   00   15000   03235   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=47626718f
[2026/07/19 10:22:27:845   00   15000   10184   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | mem_util=68%    
[2026/07/19 10:23:46:845   00   15000   09844   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=56280fd80
[2026/07/19 10:23:49:877   00   15000   07253   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=39aebec2a
[2026/07/19 10:23:50:032   00   15000   17141   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=b0bdd4682
[2026/07/19 10:23:50:325   00   15000   12634   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=d094193f3
[2026/07/19 10:23:50:407   00   15000   05036   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=38b72aa89
[2026/07/19 10:23:55:940   00   15000   04601   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:23:57:573   00   15000   08371   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=46c44b972
[2026/07/19 10:24:01:555   00   15000   15682   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=acf0bdaf8
[2026/07/19 10:24:17:537   00   15000   07204   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 
[2026/07/19 10:24:23:326   00   15000   07245   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:24:24:347   00   15000   10635   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=8067d85d4
[2026/07/19 10:24:24:581   00   15000   14110   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | mem_util=30%    
[2026/07/19 10:26:18:581   00   15000   01031   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=215c31bed
[2026/07/19 10:26:19:057   00   15000   17685   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=aa5f725fe
[2026/07/19 10:37:19:057   00   15000   03874   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=5d7ee69c8
[2026/07/19 10:39:44:057   00   15000   19665   0X00000000] BackupEngine::ServerBackup: Processing volume backup for C:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=e951cc800
[2026/07/19 10:39:54:444   00   15000   19851   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:39:54:631   00   15000   15264   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:39:57:230   00   15000   10093   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=5826b5118
[2026/07/19 10:41:40:230   00   15000   08539   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 cal
[2026/07/19 10:41:40:594   00   15000   06264   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=3b76aba14
[2026/07/19 10:41:40:683   00   15000   07950   0X00000000] BackupEngine::ServerBackup: Processing volume backup for E:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:41:46:543   00   15000   05726   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 10:55:46:543   00   15000   11410   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=10.0.0.12 end
[2026/07/19 10:58:34:543   00   15000   08561   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=e3892ffc4
[2026/07/19 11:02:24:543   00   15000   14074   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 
[2026/07/19 11:02:24:824   00   15000   10359   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=800e5bc96
[2026/07/19 11:02:24:920   00   15000   02239   0X00000000] BackupEngine::ServerBackup: Processing volume backup for D:   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=bb203a0e9
[2026/07/19 11:02:30:326   00   15000   14148   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=d2e381d10
[2026/07/19 11:02:30:564   00   15000   14288   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=172.16.254.1 
[2026/07/19 11:02:33:283   00   15000   14124   0X00000000] BackupEngine::ServerBackup: Read volume boot sector details   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | req_id=0d9fd7989
[2026/07/19 11:02:37:749   00   15000   13987   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.2.115
[2026/07/19 11:02:41:133   00   15000   03478   0X00000000] BackupEngine::ServerBackup: Snapshot session opened successfully   {BackupEngine.exe::ServerBackup.dll(2.0.0)} | ip=192.168.1.50 
